Año;Mes;Día;Temp. Máx (°C);Temp. Mín (°C);Humedad (%);Precipitación (mm)
2017;01;01;22;7.2;76.4;18.6
2017;01;02;22.7;7;74.8;6.2
2017;01;03;23.2;6.8;73.3;0.0
2017;01;04;22.5;5.5;76.5;0.0
2017;01;05;20.6;7;84.7;0.0
2017;01;06;20.4;6.7;77.9;9.6
2017;01;07;21.8;7.5;73.7;5.6
2017;01;08;21.5;7.2;76.8;4.4
2017;01;09;20.3;6.5;76.0;0.0
2017;01;10;22.4;6.8;72.1;1.6
2017;01;11;23.2;5.8;73.9;1.2
2017;01;12;20.5;6.3;79.5;1.5
2017;01;13;21.2;7.1;79.6;20.2
2017;01;14;19.9;6.5;84.5;3.2
2017;01;15;20;9;82.9;12.0
2017;01;16;21.5;8.5;74.4;0.0
2017;01;17;21;5.5;77.2;0.0
2017;01;18;22;6.5;74.0;0.0
2017;01;19;23.4;6;72.6;0.0
2017;01;20;20.4;6.3;76.0;0.0
2017;01;21;21;7;77.6;0.0
2017;01;22;20.3;7.3;78.4;6.4
2017;01;23;20.8;8.2;78.6;9.1
2017;01;24;20.2;7.5;79.1;12.7
2017;01;25;19.5;8.9;80.9;0.0
2017;01;26;21.6;8.5;79.1;3.0
2017;01;27;20.8;7.8;79.4;12.5
2017;01;28;23.6;9.3;73.0;0.0
2017;01;29;22.5;8.2;76.9;3.4
2017;01;30;22.6;7.7;70.2;12.3
2017;01;31;19.7;6.8;85.1;9.8
2017;02;01;19.2;8.3;85.8;8.4
2017;02;02;19.6;9;83.9;1.5
2017;02;03;20;8.2;83.2;17.8
2017;02;04;21.2;9;79.3;11.6
2017;02;05;21;9.5;80.4;7.3
2017;02;06;21.5;8.2;83.6;25.6
2017;02;07;21.3;8.9;82.4;14.7
2017;02;08;20.8;8;79.0;7.8
2017;02;09;19.9;9.6;83.1;0.0
2017;02;10;19.7;10.5;80.8;0.0
2017;02;11;19.8;8.6;83.4;0.0
2017;02;12;19.9;7.4;79.9;0.0
2017;02;13;18.6;5.7;83.6;0.0
2017;02;14;18;7.9;90.2;16.3
2017;02;15;19;6.5;84.2;10.4
2017;02;16;20;9.5;85.8;1.0
2017;02;17;16.4;7.2;83.9;5.5
2017;02;18;18;6;81.6;1.8
2017;02;19;19.5;8;76.8;0.0
2017;02;20;21;7;83.8;0.0
2017;02;21;19.2;8.3;84.3;2.8
2017;02;22;19.9;6.7;84.6;12.1
2017;02;23;21;7.7;78.8;9.8
2017;02;24;21.8;6.8;74.9;0.0
2017;02;25;20.9;8.4;81.6;2.6
2017;02;26;20.5;5.5;79.5;5.0
2017;02;27;19.2;8.3;80.6;10.3
2017;02;28;20;9.4;78.7;7.4
2017;03;01;18;9.9;85.2;3.0
2017;03;02;19.6;5.8;86.2;2.2
2017;03;03;19;8;89.4;13.9
2017;03;04;19.5;10;92.0;24.1
2017;03;05;19.9;10.2;86.7;29.9
2017;03;06;16.3;10.5;94.5;19.5
2017;03;07;18.7;8.3;88.8;13.8
2017;03;08;21.5;9.6;87.5;16.0
2017;03;09;18.3;10;88.1;19.8
2017;03;10;18.6;9.5;88.5;7.1
2017;03;11;20;8.7;86.0;5.2
2017;03;12;20.4;7.7;81.2;12.8
2017;03;13;20.2;8.2;83.9;29.6
2017;03;14;17.3;8.6;88.4;31.8
2017;03;15;17.5;8;90.9;19.4
2017;03;16;17;9.5;88.7;18.2
2017;03;17;18;7.9;81.1;1.0
2017;03;18;18.8;9.8;84.1;13.3
2017;03;19;17.6;10;90.3;27.5
2017;03;20;19.5;8.8;83.9;10.5
2017;03;21;21.3;8.9;82.3;4.7
2017;03;22;21;8;86.2;27.1
2017;03;23;19.7;8.4;83.9;18.8
2017;03;24;18.4;7.4;87.8;0.0
2017;03;25;18.8;7.9;87.4;12.3
2017;03;26;19;9.4;85.1;12.4
2017;03;27;19.2;8.5;80.9;20.8
2017;03;28;18.7;10;85.0;10.4
2017;03;29;17.7;9.3;86.7;18.5
2017;03;30;18.5;9;85.9;23.3
2017;03;31;18.8;9.7;88.7;11.8
2017;04;01;20;8.8;85.4;18.8
2017;04;02;19.5;8.5;92.5;9.2
2017;04;03;20.2;9.4;87.9;8.6
2017;04;04;20;8.6;84.4;7.4
2017;04;05;20.4;8.7;84.0;0.0
2017;04;06;19.4;8.2;86.4;9.5
2017;04;07;20.3;7.5;84.4;4.4
2017;04;08;20.8;8.6;82.8;5.5
2017;04;09;21.5;7.2;79.4;9.2
2017;04;10;19.4;7.9;81.8;6.8
2017;04;11;21.5;8;85.9;29.2
2017;04;12;19.4;8.5;84.4;6.2
2017;04;13;18.2;9;88.9;3.2
2017;04;14;22.6;8.4;80.1;0.0
2017;04;15;23;8.2;76.7;0.0
2017;04;16;22.6;8;73.6;0.0
2017;04;17;22.2;7.8;81.8;0.0
2017;04;18;22.6;8.3;77.8;1.2
2017;04;19;20.7;8.8;88.2;0.0
2017;04;20;20.2;8.3;88.3;2.6
2017;04;21;18.4;7.7;86.2;0.0
2017;04;22;21.5;7.3;81.7;15.0
2017;04;23;20.3;7.8;82.7;12.6
2017;04;24;22.4;7;80.9;0.0
2017;04;25;19.3;7.8;85.8;0.0
2017;04;26;21.8;8.4;84.2;2.8
2017;04;27;22.6;8.9;78.4;0.0
2017;04;28;21.7;9.2;79.5;1.2
2017;04;29;20.2;9;82.7;3.5
2017;04;30;22.5;8;78.0;0.0
2017;05;01;23.4;7.8;75.1;0.0
2017;05;02;21.6;8;86.4;15.6
2017;05;03;22;7.5;77.5;0.0
2017;05;04;22.8;7.7;78.4;7.6
2017;05;05;18;8.2;84.5;3.0
2017;05;06;20.3;8.7;87.8;12.2
2017;05;07;18.6;8.3;87.6;0.0
2017;05;08;17.4;8.1;82.9;11.4
2017;05;09;19.3;8.5;81.0;10.3
2017;05;10;17.8;8;85.5;0.0
2017;05;11;18.2;7.9;85.1;1.2
2017;05;12;21.6;8.3;76.7;0.0
2017;05;13;20.5;9;86.3;0.0
2017;05;14;19.7;8.1;84.7;0.0
2017;05;15;18.5;7.8;85.6;1.4
2017;05;16;21.3;8;79.3;4.8
2017;05;17;21.2;7.3;77.8;2.5
2017;05;18;22.2;7;76.7;0.0
2017;05;19;21.4;7.5;76.3;0.0
2017;05;20;20.6;7.8;80.3;3.4
2017;05;21;18.6;7.9;86.9;2.6
2017;05;22;21.8;8;76.6;8.0
2017;05;23;20.7;8.3;82.0;0.0
2017;05;24;22.3;7.7;76.2;0.0
2017;05;25;22.7;7.6;78.7;0.0
2017;05;26;21.7;7.2;80.5;5.0
2017;05;27;20.6;7.9;81.0;1.0
2017;05;28;21.2;8.3;81.2;2.6
2017;05;29;22.8;7.5;78.1;0.0
2017;05;30;20.4;7.2;79.4;2.4
2017;05;31;21.9;7;78.7;1.5
2017;06;01;21.4;6.7;78.7;1.2
2017;06;02;22.8;6.5;78.4;0.0
2017;06;03;23;6.3;61.7;2.0
2017;06;04;21.8;6.4;81.2;0.0
2017;06;05;23.6;7;77.8;0.0
2017;06;06;22.4;6.5;78.3;0.0
2017;06;07;0.0;6;0.0;0.0
2017;07;01;22.3;4.7;74.3;0.0
2017;07;01;22.3;4.7;74.3;0.1
2017;07;02;20.2;5;80.7;0.0
2017;07;03;22.1;6;78.8;0.0
2017;07;04;23.6;4.9;76.6;0.0
2017;07;05;23;6;67.7;0.0
2017;07;06;23.8;5;76.3;0.0
2017;07;07;20.7;5.7;81.7;0.0
2017;07;08;21.5;6.2;84.0;0.0
2017;07;09;21.2;5.8;81.7;0.0
2017;07;10;23.6;6.4;76.6;0.0
2017;07;11;22.9;6.7;84.1;0.0
2017;07;12;24.2;6.3;87.0;0.0
2017;07;13;24.5;5.5;81.9;0.0
2017;07;14;24.8;5.3;80.0;0.0
2017;07;15;24.6;6.5;80.8;0.0
2017;07;16;23.4;4.9;85.8;0.0
2017;07;17;22.5;3.5;78.2;0.0
2017;07;18;21.8;5;76.9;0.0
2017;07;19;22.4;4.8;76.4;0.0
2017;07;20;24.4;6;76.9;0.0
2017;07;21;24.6;5.9;74.4;0.0
2017;07;22;23.5;6.2;77.6;0.0
2017;07;23;23.2;6;80.9;0.0
2017;07;24;24.6;2.8;74.2;0.0
2017;07;25;22.7;3.6;78.3;0.0
2017;07;26;23.2;3;78.6;0.0
2017;07;27;23.5;3.4;74.4;0.0
2017;07;28;24.2;4.2;75.1;0.0
2017;07;29;24.5;3.4;75.3;0.0
2017;07;30;23.2;5.6;75.2;0.0
2017;07;31;21.8;5;68.9;0.0
2017;08;01;23.4;4.8;69.4;0.0
2017;08;02;22;4.2;70.8;0.0
2017;08;03;23.6;4.5;70.7;0.0
2017;08;04;24.3;5.5;76.5;0.0
2017;08;05;22.8;5.8;71.0;0.0
2017;08;06;21.7;6.6;73.7;0.0
2017;08;07;24.2;7;70.8;0.0
2017;08;08;24.5;5.1;67.5;0.0
2017;08;09;23.3;5.6;71.3;0.0
2017;08;10;21.7;6.2;72.4;0.0
2017;08;11;22.2;5.2;76.0;0.0
2017;08;12;23.8;5.8;74.9;0.0
2017;08;13;21.8;6.5;75.3;0.0
2017;08;14;21.4;7;73.6;0.0
2017;08;15;22.2;6.8;73.7;0.0
2017;08;16;24;6.5;71.2;0.0
2017;08;17;22.6;6.9;75.6;0.0
2017;08;18;21.8;6.3;75.7;0.0
2017;08;19;23.8;4.7;71.6;0.0
2017;08;20;24.3;5.2;70.6;0.0
2017;08;21;21;5.5;74.9;0.0
2017;08;22;20.4;5.3;62.7;3.6
2017;08;23;23;5;69.3;7.2
2017;08;24;23.5;5.3;75.5;0.0
2017;08;25;24.2;5.2;71.4;0.0
2017;08;26;21.7;6;78.6;0.0
2017;08;27;23.6;6.2;69.3;0.0
2017;08;28;21.4;6.1;81.1;8.0
2017;08;29;22.3;5.8;77.3;6.0
2017;08;30;24.7;6.2;67.3;0.0
2017;08;31;24.6;6.9;68.7;0.0
2017;09;01;24.4;6.5;64.0;0.0
2017;09;02;22.5;6.8;74.9;0.0
2017;09;03;21.3;7.2;77.4;0.0
2017;09;04;21;7;78.0;0.0
2017;09;05;22.2;6;73.5;0.0
2017;09;06;22.5;6.4;71.7;0.0
2017;09;07;23;6.9;65.4;0.0
2017;09;08;22.6;5.7;72.7;0.0
2017;09;09;21.5;6.6;75.4;0.0
2017;09;10;20.8;6.2;76.5;0.0
2017;09;11;20;6.5;79.5;0.0
2017;09;12;19.7;7;79.4;0.0
2017;09;13;20.5;6.8;75.6;5.0
2017;09;14;21.8;7.2;75.0;25.6
2017;09;15;20.4;6.9;76.3;0.0
2017;09;16;22;6.6;74.8;10.8
2017;09;17;22.3;7.4;74.9;3.5
2017;09;18;24.2;7;71.0;0.0
2017;09;19;24.4;7.4;73.9;0.0
2017;09;20;24.7;6.1;73.3;0.0
2017;09;21;23.4;6.3;74.8;0.0
2017;09;22;24.5;7.2;75.1;0.0
2017;09;23;22.2;6.6;79.2;0.0
2017;09;24;21.3;7.5;79.2;4.0
2017;09;25;21;7.3;81.5;5.7
2017;09;26;22.2;6.9;75.4;6.2
2017;09;27;22.4;6.7;75.4;3.5
2017;09;28;23.2;7.4;75.3;0.0
2017;09;29;22.7;7;75.9;2.6
2017;09;30;21.5;5.9;79.4;0.0
2017;10;01;23.4;6.63;74.5;0.0
2017;10;02;22.5;7;75.1;1.5
2017;10;03;23.2;6.8;74.1;1.2
2017;10;04;20.3;5.7;81.1;6.8
2017;10;05;21.8;6.8;80.1;0.0
2017;10;06;22.6;6.2;77.9;0.0
2017;10;07;22.8;5.8;76.0;3.9
2017;10;08;21.2;6;77.8;25.8
2017;10;09;23.2;5.9;76.7;0.0
2017;10;10;23.8;5.6;76.2;0.0
2017;10;11;21.4;6.3;81.2;0.6
2017;10;12;20.3;6.7;75.4;0.0
2017;10;13;19.6;7.2;80.1;0.5
2017;10;14;20.5;7;79.0;3.2
2017;10;15;19.6;7.5;79.5;0.8
2017;10;16;23.2;6.9;72.4;0.0
2017;10;17;24.5;7.8;71.8;0.0
2017;10;18;23.6;8.2;70.5;0.0
2017;10;19;25.9;7.1;71.9;0.0
2017;10;20;25;8.6;72.0;0.0
2017;10;21;21;7.9;79.5;0.0
2017;10;22;20.8;8.4;77.1;9.4
2017;10;23;20.2;8;79.0;21.6
2017;10;24;21.4;7.7;79.1;0.0
2017;10;25;24.4;7.3;73.6;0.0
2017;10;26;24.6;7.1;72.0;0.0
2017;10;27;23.5;6.8;72.6;0.0
2017;10;28;20.5;7.3;77.8;19.8
2017;10;29;19.6;8.5;79.9;9.4
2017;10;30;21.6;8.2;75.0;0.0
2017;10;31;21.5;7.9;79.9;0.0
2017;11;01;22.3;7;76.9;0.0
2017;11;01;22.3;7;76.9;0.0
2017;11;02;24.7;6.8;68.4;0.0
2017;11;03;24.5;4.6;67.7;0.0
2017;11;04;22;5;64.0;0.0
2017;11;05;23.4;4;70.7;0.0
2017;11;06;21.2;6;64.4;0.0
2017;11;07;20.5;5.8;77.3;0.0
2017;11;08;21.6;6.2;77.9;0.0
2017;11;09;21.2;6.6;80.1;0.0
2017;11;10;23.5;7;74.0;0.0
2017;11;11;22;6.8;72.7;0.0
2017;11;12;20.4;7.3;79.9;0.0
2017;11;13;20;6.6;79.1;0.0
2017;11;14;24.6;6.4;77.4;0.0
2017;11;15;21.8;5.5;80.5;0.0
2017;11;16;23.5;6.3;77.7;0.0
2017;11;17;22.4;6.8;74.1;0.0
2017;11;18;23.7;7;75.0;0.0
2017;11;19;24.3;5.8;80.7;0.0
2017;11;20;22.6;5;74.6;0.0
2017;11;21;23.7;4.6;77.0;0.0
2017;11;22;25.5;5.5;78.0;5.6
2017;11;23;22.5;4.4;78.0;5.4
2017;11;24;21.4;5.6;78.2;0.0
2017;11;25;23.2;6.8;71.5;4.2
2017;11;26;21;7;78.9;7.8
2017;11;27;20.5;7.3;78.0;2.6
2017;11;28;21.6;6.5;78.6;5.8
2017;11;29;20;6.3;78.1;5.4
2017;11;30;22.5;7.2;79.1;0.0
2017;12;01;22.8;6.6;74.5;8.0
2017;12;02;20.5;6.9;79.0;2.4
2017;12;03;21.2;7.2;78.3;16.2
2017;12;04;23.5;6.2;77.3;4.2
2017;12;05;20.4;5.8;75.2;16.8
2017;12;06;20.6;6;78.5;35.4
2017;12;07;20.6;8.4;80.2;11.2
2017;12;08;20.8;8;79.7;18.5
2017;12;09;20.2;7.6;78.2;19.0
2017;12;10;21;8.3;80.4;6.0
2017;12;11;18.3;7.9;82.8;0.0
2017;12;12;20;6.7;81.4;0.0
2017;12;13;21.5;7.7;75.7;0.0
2017;12;14;20.7;6.5;76.4;0.0
2017;12;15;23.2;6.8;75.3;0.0
2017;12;16;23.6;7.2;74.0;1.8
2017;12;17;24.2;6.8;72.3;0.0
2017;12;18;23;7;74.9;0.0
2017;12;19;23.6;6.5;75.6;1.0
2017;12;20;23.1;8;73.7;3.2
2017;12;21;24;8.9;71.7;1.2
2017;12;22;23.3;8.4;70.9;12.8
2017;12;23;21.2;7.5;76.1;9.8
2017;12;24;22.5;7.3;76.2;0.0
2017;12;25;23;7;71.8;0.0
2017;12;26;21.3;7.7;77.9;0.0
2017;12;27;19.5;6.6;83.7;0.0
2017;12;28;21;6;79.1;1.6
2017;12;29;19.3;5.8;83.4;8.0
2017;12;30;21.6;6.8;77.4;0.0
2017;12;31;20;7.7;81.4;0.0
2018;01;01;22;6.5;75.2;0.0
2018;01;02;17.5;4;76.5;0.0
2018;01;03;21.8;4.3;64.9;0.0
2018;01;04;20.2;3.9;83.5;0.0
2018;01;05;21.2;4.5;80.9;12.4
2018;01;06;19.5;4.8;82.1;25.6
2018;01;07;20.4;5;80.5;0.0
2018;01;08;20.2;3.5;78.9;0.5
2018;01;09;21.5;3;75.8;21.6
2018;01;10;20;4.8;79.9;2.6
2018;01;11;20.3;3.2;75.8;7.2
2018;01;12;21.2;3.6;78.4;6.6
2018;01;13;20.5;4;70.5;3.2
2018;01;14;20;4.6;83.4;4.5
2018;01;15;17.8;3;86.8;3.2
2018;01;16;19.2;3.8;85.7;60.0
2018;01;17;17.9;7.2;85.6;24.7
2018;01;18;19.9;8.2;80.5;5.2
2018;01;19;19;9.2;84.4;18.6
2018;01;20;19.7;8.5;83.6;2.0
2018;01;21;19.4;9;81.4;11.0
2018;01;22;18.8;8.3;81.0;18.8
2018;01;23;20.2;6.8;82.7;2.8
2018;01;24;20.6;7.5;80.1;9.0
2018;01;25;21.9;6.2;78.9;2.6
2018;01;26;22;6.8;80.0;1.6
2018;01;27;22.4;7.2;79.7;14.4
2018;01;28;23.6;7.5;76.5;0.0
2018;01;29;22.2;7.9;78.3;4.7
2018;01;30;21.8;8;77.4;0.0
2018;01;31;21.5;7.7;79.5;0.0
2018;02;01;21;7.8;78.8;13.4
2018;02;02;23.2;7.3;74.5;0.0
2018;02;03;25.2;7;75.9;0.0
2018;02;04;22.3;8;77.9;0.0
2018;02;05;22;6.8;79.5;0.0
2018;02;06;21.9;7.2;78.0;3.6
2018;02;07;22.2;6.7;73.4;0.8
2018;02;08;21.6;6.9;74.0;1.2
2018;02;09;22.9;6.4;70.8;7.8
2018;02;10;21.5;6.6;73.0;1.4
2018;02;11;22.4;7.2;79.4;1.0
2018;02;12;20.4;7;83.9;0.8
2018;02;13;21.5;6.9;85.1;2.4
2018;02;14;19.9;7.3;88.0;16.0
2018;02;15;19.4;7.1;89.2;24.6
2018;02;16;19.8;8;88.4;12.8
2018;02;17;21;8.3;83.3;22.6
2018;02;18;18.5;9;87.7;3.9
2018;02;19;18.2;8.8;86.7;6.0
2018;02;20;20.3;7.7;82.3;0.0
2018;02;21;20.2;5.8;84.4;0.0
2018;02;22;21.6;5.6;80.7;0.0
2018;02;23;21.9;5.4;76.8;0.0
2018;02;24;22.2;5;78.6;0.0
2018;02;25;17.3;5.2;79.9;0.0
2018;02;26;18.7;4.4;81.9;5.2
2018;02;27;19.4;4.8;85.7;1.6
2018;02;28;19;9.2;84.4;7.0
2018;03;01;18.7;8.5;89.3;16.2
2018;03;02;20.2;8;85.9;23.9
2018;03;03;20.6;7.9;84.1;20.6
2018;03;04;19.8;8.2;94.0;3.4
2018;03;05;20.2;7.5;86.5;20.2
2018;03;06;19.5;8.1;87.8;18.8
2018;03;07;20.1;7.2;82.0;0.0
2018;03;08;19.3;7;85.1;0.0
2018;03;09;18.8;7.3;89.7;0.6
2018;03;10;21.4;6.9;83.4;0.8
2018;03;11;20.2;7.5;83.6;0.0
2018;03;12;22;7.7;80.3;3.4
2018;03;13;20;8;83.6;14.3
2018;03;14;22.2;8.3;79.6;13.6
2018;03;15;20.6;8;84.8;5.6
2018;03;16;20.5;7.8;80.8;1.8
2018;03;17;19.5;8.2;85.1;24.6
2018;03;18;20;8;85.1;22.8
2018;03;19;19.6;8.3;84.0;5.8
2018;03;20;20.7;7.9;84.3;34.6
2018;03;21;21.8;8.4;81.0;6.2
2018;03;22;20.9;8.7;81.9;6.2
2018;03;23;19.2;7.6;85.7;12.5
2018;03;24;19.9;7.8;82.4;3.2
2018;03;25;19.6;8.2;86.8;1.2
2018;03;26;20;8;81.2;24.4
2018;03;27;19.5;8.4;83.1;11.2
2018;03;28;20;8.7;86.0;5.4
2018;03;29;18.3;8.5;87.8;16.0
2018;03;30;19.7;8;85.1;8.4
2018;03;31;20.1;7.9;83.4;13.6
2018;04;01;19.5;7;83.5;0.0
2018;04;02;16.3;7.6;96.5;0.0
2018;04;03;17;6.9;90.9;13.8
2018;04;04;18.4;7;86.4;18.9
2018;04;05;19.9;7.1;83.1;19.0
2018;04;06;20.1;7.1;81.8;10.0
2018;04;07;19.6;8.2;88.6;5.6
2018;04;08;19.2;7.4;85.6;10.5
2018;04;09;18.8;7.2;86.1;33.8
2018;04;10;20.5;7.3;82.5;12.7
2018;04;11;20;6.9;80.3;0.0
2018;04;12;20.5;7.1;81.1;0.0
2018;04;13;19.7;7.7;80.0;0.0
2018;04;14;19.9;7.3;82.7;0.0
2018;04;15;21.2;6.4;80.2;0.0
2018;04;16;22.8;6;75.5;0.0
2018;04;17;22.5;6.2;75.2;0.0
2018;04;18;20.6;5.5;80.3;0.0
2018;04;19;21.7;5;78.2;0.0
2018;04;20;20;5.2;82.4;0.0
2018;04;21;19.5;4.8;86.8;8.0
2018;04;22;18.8;5;84.1;0.5
2018;04;23;18.8;5.6;84.8;1.8
2018;04;24;18.6;5.3;81.9;4.8
2018;04;25;18.5;6.4;88.0;3.4
2018;04;26;18.5;7.2;83.0;16.6
2018;04;27;19.4;7.7;85.9;13.9
2018;04;28;17;8.2;90.3;3.0
2018;04;29;20.6;8;81.0;6.6
2018;04;30;19.2;7.5;83.2;0.0
2018;05;01;20.8;8.2;80.4;0.0
2018;05;02;21.2;8.5;82.2;0.0
2018;05;03;20.3;7.2;82.4;0.0
2018;05;04;20.6;6.8;81.0;2.8
2018;05;05;19.6;8.2;84.4;2.8
2018;05;06;18.4;7.5;85.6;5.8
2018;05;07;18.2;8;86.5;8.0
2018;05;08;17.6;8.3;85.2;10.7
2018;05;09;16.8;8.5;89.2;0.0
2018;05;10;19.5;8.2;86.0;15.4
2018;05;11;20;8;84.5;1.5
2018;05;12;19.7;7.1;84.1;1.2
2018;05;13;18.6;7.8;84.6;0.0
2018;05;14;19;6.8;82.8;0.0
2018;05;15;18.8;7.7;89.0;0.0
2018;05;16;17.5;6.9;86.9;2.2
2018;05;17;17.4;7;90.1;2.8
2018;05;18;16.8;7.2;89.2;1.2
2018;05;19;19.4;7.5;83.2;22.4
2018;05;20;19;7.3;85.2;20.4
2018;05;21;20.4;7.8;83.1;1.1
2018;05;22;19.6;8;83.1;2.6
2018;05;23;19;7.2;81.8;6.3
2018;05;24;19.6;7;82.3;0.0
2018;05;25;19.5;6.9;79.6;0.0
2018;05;26;17.9;7.8;85.5;0.0
2018;05;27;19.4;6.6;83.7;14.5
2018;05;28;19;6.2;81.2;0.0
2018;05;29;19.7;6;84.0;0.0
2018;05;30;19.9;6.8;80.7;0.0
2018;05;31;20.6;6.4;79.3;0.0
2018;06;01;20.4;6.7;80.4;0.0
2018;06;02;20.2;7.5;80.8;0.0
2018;06;03;17.6;7;84.9;0.0
2018;06;04;18.3;7.2;83.8;0.0
2018;06;05;20.2;6.6;81.0;0.0
2018;06;06;21.6;4.8;76.6;0.0
2018;06;07;21.8;4;78.7;0.0
2018;06;08;20.4;4.2;79.5;0.0
2018;06;09;20.8;5;79.2;0.0
2018;06;10;22;5.8;77.0;0.0
2018;06;11;21.9;4.4;76.3;0.0
2018;06;12;21.5;4.8;78.2;0.0
2018;06;13;18.2;5;84.0;0.0
2018;06;14;20.8;4.9;79.5;0.0
2018;06;15;19;5;82.7;0.0
2018;06;16;17.4;4.6;87.3;0.0
2018;06;17;18.8;5;88.2;0.0
2018;06;18;21.6;4.8;73.7;0.0
2018;06;19;21.8;5.2;72.2;0.0
2018;06;20;20.9;4.4;78.0;0.0
2018;06;21;22.7;4;70.8;0.0
2018;06;22;22;3;67.8;0.0
2018;06;23;21.4;2.6;71.1;0.0
2018;06;24;20.6;2.2;74.9;0.0
2018;06;25;16.5;2.8;86.9;0.0
2018;06;26;21.8;4;69.4;0.0
2018;06;27;22.8;4.4;73.7;0.0
2018;06;28;22.6;4.3;76.4;0.0
2018;06;29;22;3.9;72.7;0.0
2018;06;30;22.5;4;76.5;0.0
2018;07;01;22.8;3.8;74.2;0.0
2018;07;01;22.8;3.8;74.2;0.0
2018;07;02;22;4;76.6;0.0
2018;07;03;21.6;4.2;78.4;0.0
2018;07;04;20.5;4.6;75.9;0.0
2018;07;05;21.4;4.4;76.9;0.0
2018;07;06;22.2;5.2;75.1;0.0
2018;07;07;23.5;4.6;74.0;0.0
2018;07;08;22.6;5;75.8;0.0
2018;07;09;21.8;5.5;78.8;0.0
2018;07;10;21;5.8;75.8;0.0
2018;07;11;20.8;6.2;77.1;0.0
2018;07;12;20.6;6;78.6;0.0
2018;07;13;19.9;5.8;82.0;0.0
2018;07;14;19.6;5.5;82.0;0.0
2018;07;15;21.5;6.6;76.3;0.0
2018;07;16;20.4;3.8;76.8;0.0
2018;07;17;18.8;3;77.9;0.0
2018;07;18;19;4.2;76.2;0.0
2018;07;19;18.5;4;77.6;0.0
2018;07;20;20.8;5.4;73.6;0.0
2018;07;21;18.7;4.4;79.1;0.0
2018;07;22;19.4;5.9;78.8;0.0
2018;07;23;19.5;5;78.2;0.0
2018;07;24;20.6;6.2;77.7;0.0
2018;07;25;21.4;4;75.1;0.0
2018;07;26;22.4;4.5;62.0;0.0
2018;07;27;22;5.3;65.0;0.0
2018;07;28;21.2;4.8;70.9;0.0
2018;07;29;20.8;3.8;69.5;0.0
2018;07;30;18.9;3.6;75.5;0.0
2018;07;31;21;6;74.7;0.0
2018;08;01;21.2;6.3;74.9;0.0
2018;08;01;21.2;6.3;74.9;0.0
2018;08;02;21.2;5.8;73.2;0.0
2018;08;03;21.9;4.6;79.1;0.0
2018;08;04;21;4.8;78.4;0.0
2018;08;05;21.6;5;79.4;0.0
2018;08;06;20.9;4.7;77.0;0.0
2018;08;07;21.3;5.4;79.2;0.0
2018;08;08;20.7;5.3;79.3;0.0
2018;08;09;21.3;5;79.0;0.0
2018;08;10;21.6;5.3;78.0;0.0
2018;08;11;21.8;5.6;77.3;0.0
2018;08;12;21.9;4.6;79.1;0.0
2018;08;13;21.5;4.9;74.8;0.0
2018;08;14;22.7;5.5;73.3;0.0
2018;08;15;23;6;72.1;0.0
2018;08;16;19.4;5.8;64.6;0.9
2018;08;17;20.6;5.2;80.5;0.0
2018;08;18;21.8;4.4;72.6;4.5
2018;08;19;23;4;68.3;0.0
2018;08;20;21.6;5.2;76.9;0.0
2018;08;21;20;5.6;75.5;0.0
2018;08;22;19.2;6;77.4;0.0
2018;08;23;20.8;5.8;73.9;0.0
2018;08;24;20;5.3;80.1;0.0
2018;08;25;22.5;4.9;73.6;0.0
2018;08;26;21.8;4.4;73.2;0.0
2018;08;27;20.5;5;75.0;0.0
2018;08;28;21.2;4.6;73.6;0.0
2018;08;29;20.7;4;77.6;0.0
2018;08;30;24;5.5;69.2;0.0
2018;08;31;24.4;5.2;70.8;0.0
2018;09;01;20.6;5;73.1;0.0
2018;09;02;19.5;5.8;76.2;0.0
2018;09;03;20.4;5.5;73.4;0.0
2018;09;04;19.8;4.6;72.6;0.0
2018;09;05;21.6;4;74.9;0.0
2018;09;06;24.4;3.8;70.8;0.0
2018;09;07;23.8;3;71.0;0.0
2018;09;08;23.2;3.9;72.6;0.0
2018;09;09;21.6;5.4;75.5;0.0
2018;09;10;21.9;6.5;73.3;0.0
2018;09;11;23.5;5;64.5;0.0
2018;09;12;22.4;6;75.4;0.0
2018;09;13;21;4.8;79.2;0.0
2018;09;14;20.5;4.2;78.9;0.0
2018;09;15;19.4;6;80.0;0.0
2018;09;16;18.6;7;78.4;0.0
2018;09;17;19;7.6;83.0;2.4
2018;09;18;19.7;6.6;79.3;3.2
2018;09;19;21;4.8;76.2;0.8
2018;09;20;21.6;5.2;75.0;0.0
2018;09;21;20.7;5.8;79.8;0.0
2018;09;22;21.5;6;78.3;0.0
2018;09;23;20.2;5.4;80.2;8.6
2018;09;24;20.6;6.4;81.4;1.4
2018;09;25;19.7;6.8;79.5;0.5
2018;09;26;20;6;78.6;13.4
2018;09;27;20.2;7;77.8;5.2
2018;09;28;23;6.8;71.2;0.0
2018;09;29;22.6;7.2;73.6;0.0
2018;09;30;21.4;7.5;72.0;13.8
2018;10;01;20;7;77.4;0.0
2018;10;01;20;7;77.4;5.8
2018;10;02;19.6;7.7;78.7;3.8
2018;10;03;19.5;7.5;81.4;0.0
2018;10;04;18.6;8;80.7;0.0
2018;10;05;19.7;7.7;81.4;9.8
2018;10;06;18.8;7;78.9;0.0
2018;10;07;20.5;7.8;76.2;0.0
